address,balance
"0x90a48d5cf7343b08da12e067680b4c6dbfe551be",2590646.623800000175833702
"0x582b5990c10c3555ce5184cac7f9e1d6c45ed4a9",1411261.300999999977648258
"0x02575a054ccf1cbcef93f82f3a8d22f3d87e13b4",703072.101697431877255440
"0x42251055eaf88262c49b718f6da4542db2c8431e",500061.577532206894829869
"0x8b952ff25cd73bfc988c4d41c24833be1e2c753f",211689.195100000011734664
"0x4ae36a870e08786e9daf6cf42e4bd9a574c466a1",136946.435542804683791474
"0xe8f16d37b37f2d0ac1cbc2aa77acad060e8e6127",54693.631417481614334974
"0xb3094590b028150df197697b13dddc046d59acb6",14076.341820256135179079
"0xdd9b9a7b7814b718282967dde9489e68894bdf84",8406.302265141632233281
"0xc4f47a926791764f48e77be4210d8f78087b59a8",4179.694557195326524379
"0xa0b3459deb6b77164a6558cf4e70aacbe534efbc",2920.026553002154741989
"0x095197f46e2552f6bec91ec5007a66426a7525f3",2351.124088838753777964
"0x4151860b461be67d48f5fc76585d98c452c2e309",2197.880753046063091460
"0x9fca79fb30aa631a82312a7a34d0f05359c626ad",561.016923289480473613
"0xab9e033dd253a373aef7f5ef7153e262c61c6fa2",153.327569897518600328
"0x01f04e08b42238ad11bb47ec4f10686986fdbfcb",100.000000000000000000
"0x37060d99945ac7875277b453c5e9eaf9b4d52dac",100.000000000000000000
"0xcb3ef6cd3fcec94199fc9127b9a7c5044e5c758f",0.000000000000500000
"0xb304938020ae8f1dfdbc7945850039d7c31b1a16",0.000000000000040000
